イニング,表裏,ボール,ストライク,アウト,一塁走者,二塁走者,三塁走者,投手,投手チーム名,投手投げ方,打者,打者チーム名,打者打ち方,球種,球速,投球位置,捕手構え位置,投球結果,投球,打席,打数,安打,スイング,三振四球,振り逃げ,打撃結果,打球タイプ,捕球者,プレーアウト数,プレー得点数,打点,自責点,メモ
2,裏,1,2,2,-,○,-,山田恭吾,金沢大学,右,中村瞭太,金沢星稜大学,右,ストレート,,2,内角,インプレー,1,1,1,0,1,,-,アウト,フライ,中堅手,1,0,0,0,
3,表,0,0,0,-,-,-,野﨑勇一郎,金沢星稜大学,右,柴田結都,金沢大学,左,ストレート,,6,内角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
3,表,0,1,0,-,-,-,野﨑勇一郎,金沢星稜大学,右,柴田結都,金沢大学,左,ストレート,,14,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
3,表,1,1,0,-,-,-,野﨑勇一郎,金沢星稜大学,右,柴田結都,金沢大学,左,チェンジアップ,,4,内角,インプレー,1,1,1,0,1,,-,アウト,ゴロ,二塁手,1,0,0,0,
3,表,0,0,1,-,-,-,野﨑勇一郎,金沢星稜大学,右,渡辺健太郎,金沢大学,右,ストレート,,6,外角,インプレー,1,1,1,0,1,,-,アウト,ゴロ,遊撃手,1,0,0,0,
3,表,0,0,2,-,-,-,野﨑勇一郎,金沢星稜大学,右,山本優人,金沢大学,右,ストレート,,6,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
3,表,0,1,2,-,-,-,野﨑勇一郎,金沢星稜大学,右,山本優人,金沢大学,右,チェンジアップ,,6,外角,インプレー,1,1,1,0,1,,-,アウト,ゴロ,遊撃手,1,0,0,0,
3,裏,0,0,0,-,-,-,山田恭吾,金沢大学,右,中野心惇,金沢星稜大学,右,ストレート,,14,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
3,裏,1,0,0,-,-,-,山田恭吾,金沢大学,右,中野心惇,金沢星稜大学,右,スライダー,,,外角,死球,1,1,0,0,0,,-,,,,1,0,0,0,
3,裏,0,0,0,○,-,-,山田恭吾,金沢大学,右,泉 航平,金沢星稜大学,左,ストレート,,2,内角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
3,裏,0,1,0,○,-,-,山田恭吾,金沢大学,右,泉 航平,金沢星稜大学,左,スライダー,,1,真ん中,インプレー,1,1,1,1,1,,-,単打,ゴロ,右翼手,0,0,0,0,
3,裏,0,0,0,○,-,○,山田恭吾,金沢大学,右,津澤泰成,金沢星稜大学,左,スライダー,,11,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
